722,-0.154,-2.708,0.906,-7.697,55.57,32,1.6,0.4,0.64,0,0.2,0,1.6,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,2.04,0.4,0.5,0.408,0
205,0.206,-2.483,-4.533,-7.853,2.72,12,7.07,0.6,4.242,35.48,0.6,21.288,42.55,5,0.2,1,8.76,0.4,3.504,2,0.2,0.4,0,0.2,0,3.8,30.434,0.4,0.5,6.0868,1
686,-0.992,-0.607,-2.511,-6.631,55.57,11,0.82,0.2,0.164,2.92,0.6,1.752,3.74,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,3.2,3.316,0.4,0.5,0.6632,0
470,0.587,-0.382,-1.15,-3.735,1.85,2,1.17,0.4,0.468,0.15,0.2,0.03,1.32,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.898,0.4,0.5,0.3796,0
511,-0.479,-3.384,-3.3,-3.596,21.61,8,0.66,0.2,0.132,0.81,0.2,0.162,1.47,5,0.2,1,0.03,0.2,0.006,2,0.2,0.4,0,0.2,0,2,1.7,0.4,0.5,0.34,0
635,-0.919,-0.577,-2.868,-1.736,55.57,8,1.05,0.4,0.42,2.17,0.6,1.302,3.22,5,0.2,1,0,0.2,0,4,0.2,0.8,0,0.2,0,3.6,3.522,0.8,0.5,1.4088,1
571,0.302,-0.024,-0.751,0.694,59.85,28,0.04,0.2,0.008,0,0.2,0,0.04,5,0.2,1,0.22,0.2,0.044,2,0.2,0.4,0,0.2,0,2,1.452,0.4,0.5,0.2904,0
161,0.645,-0.44,-0.475,-2.571,3.41,22,4.73,0.6,2.838,60.22,0.6,36.132,64.95,5,0.2,1,69.76,0.6,41.856,2,0.2,0.4,0,0.2,0,4,82.226,0.4,0.5,16.4452,1
12,-0.824,-0.341,0.988,-1.214,3.89,8,15.38,0.6,9.228,40.14,0.6,24.084,55.52,5,0.2,1,0.96,0.2,0.192,2,0.4,0.8,1,0.4,0.4,4,35.704,1.2,0.5,21.4224,1
266,0.498,-1.93,-3.965,-5.284,2.72,15,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,0
323,0.653,-0.729,-1.884,-1.262,2.37,19,1.62,0.4,0.648,0.49,0.2,0.098,2.11,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,2.146,0.4,0.5,0.4292,0
10,-0.187,-0.076,-3.945,-4.881,3.89,8,3.98,0.6,2.388,0.99,0.2,0.198,4.97,5,0.2,1,1.93,0.2,0.386,2,0.2,0.4,0,0.2,0,2.4,4.372,0.4,0.5,0.8744,0
431,0.004,-1.658,0.085,-0.43,1.85,29,7.01,0.6,4.206,1.12,0.4,0.448,8.13,5,0.2,1,0.1,0.2,0.02,2,0.2,0.4,0,0.2,0,3,6.074,0.4,0.5,1.2148,1
619,0.785,-0.688,-2.755,-3.756,55.57,25,0.56,0.2,0.112,0,0.2,0,0.56,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.512,0.4,0.5,0.3024,0
654,0.749,-0.897,-2.438,-2.908,55.57,5,0,0.2,0,0,0.2,0,0,5,0.2,1,0.01,0.2,0.002,2,0.2,0.4,0,0.2,0,2,1.402,0.4,0.5,0.2804,0
438,0.761,-0.301,-4.031,-6.708,1.85,8,2.46,0.6,1.476,0.37,0.2,0.074,2.83,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.4,2.95,0.4,0.5,0.59,0
38,-0.505,-1.251,-4.104,-2.312,3.89,19,0,0.2,0,0.05,0.2,0.01,0.05,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.41,0.4,0.5,0.282,0
490,0.029,-1.754,-5.767,-2.91,2.34,2,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,0
237,0.707,-0.404,-0.931,-7.483,2.72,32,5.68,0.6,3.408,67.38,0.6,40.428,73.06,5,0.2,1,86.7,0.6,52.02,2,0.2,0.4,1,0.4,0.4,4.2,97.656,0.8,0.5,39.0624,1
293,-0.284,-0.965,-2.592,-2.938,2.37,38,0.81,0.2,0.162,4.6,0.6,2.76,5.41,5,0.2,1,1.82,0.2,0.364,2,0.2,0.4,0,0.2,0,3.2,4.686,0.4,0.5,0.9372,0
645,-0.058,-1.977,-1.102,1.999,55.57,14,0.21,0.2,0.042,0,0.2,0,0.21,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.442,0.4,0.5,0.2884,0
9,0.787,-0.063,-1.244,0.411,3.89,8,8.4,0.6,5.04,11.05,0.6,6.63,19.45,5.5,0.4,2.2,7.34,0.4,2.936,2,0.2,0.4,0,0.2,0,4.2,17.206,0.4,0.5,3.4412,1
196,0.664,-2.095,-1.026,-0.788,2.72,39,3.48,0.6,2.088,17.85,0.6,10.71,21.33,5,0.2,1,9.53,0.4,3.812,2,0.2,0.4,0,0.2,0,3.8,18.01,0.4,0.5,3.602,1
679,-0.593,-3.333,-1.133,-2.378,55.57,9,0.17,0.2,0.034,0,0.2,0,0.17,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.434,0.4,0.5,0.2868,0
316,0.751,-0.875,-4.394,0.656,2.37,4,0,0.2,0,0,0.2,0,0,5,0.2,1,0.05,0.2,0.01,2,0.2,0.4,0,0.2,0,2,1.41,0.4,0.5,0.282,0
89,0.44,-1.67,-3.726,-5.932,3.89,32,6.85,0.6,4.11,65.93,0.6,39.558,72.78,5.5,0.4,2.2,6.02,0.4,2.408,4,0.2,0.8,0,0.2,0,4.4,49.076,0.8,0.5,19.6304,1
167,-0.311,-0.586,-1.021,1.482,3.41,14,16.53,0.6,9.918,72.99,0.6,43.794,89.52,5,0.2,1,5.49,0.4,2.196,2,0.2,0.4,1,0.4,0.4,4,57.708,0.8,0.5,23.0832,1
337,-0.786,-0.841,-4.244,-7.793,2.37,16,0.01,0.2,0.002,0.007,0.2,0.0014,0.017,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4034,0.4,0.5,0.28068,0
557,0.154,0.075,-0.827,-2.877,59.85,4,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,0
338,0.59,-0.129,-3.991,1.437,2.37,16,0.17,0.2,0.034,0.04,0.2,0.008,0.21,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.442,0.4,0.5,0.2884,0
136,-0.008,-0.265,-3.611,-3.134,3.41,35,13.06,0.6,7.836,45.42,0.6,27.252,58.48,5,0.2,1,10.4,0.6,6.24,2,0.2,0.4,0,0.2,0,4,42.728,0.4,0.5,8.5456,1
128,0.658,-2.137,2.12,-6.959,3.41,9,12.28,0.6,7.368,20.62,0.6,12.372,32.9,5,0.2,1,10.16,0.6,6.096,2,0.2,0.4,1,0.4,0.4,4.2,27.636,0.8,0.5,11.0544,1
767,-0.272,0.474,-3.34,-9.476,55.57,18,0.75,0.2,0.15,0.45,0.2,0.09,1.2,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.64,0.4,0.5,0.328,0
149,-0.463,-1.582,-4.667,-3.95,3.41,29,1.1,0.4,0.44,87.71,0.6,52.626,88.81,5.5,0.4,2.2,34.32,0.6,20.592,2,0.2,0.4,0,0.2,0,4.2,76.258,0.4,0.5,15.2516,1
572,-0.672,0.212,-1.022,0.793,59.85,14,0,0.2,0,0.22,0.2,0.044,0.22,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.444,0.4,0.5,0.2888,0
738,-0.447,-0.215,-2.614,-6.411,55.57,15,1.28,0.4,0.512,0,0.2,0,1.28,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.912,0.4,0.5,0.3824,0
409,0.347,-1.304,-2.016,-1.975,1.85,5,0.71,0.2,0.142,0.66,0.2,0.132,1.37,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.674,0.4,0.5,0.3348,0
312,-0.509,-0.169,-2.464,2.04,2.37,12,0.47,0.2,0.094,0.29,0.2,0.058,0.76,5,0.2,1,0.07,0.2,0.014,2,0.2,0.4,0,0.2,0,2,1.566,0.4,0.5,0.3132,0
143,-0.28,0.624,-2.148,-2.419,3.41,22,5.15,0.6,3.09,44.67,0.6,26.802,49.82,5.5,0.4,2.2,21.07,0.6,12.642,2,0.2,0.4,0,0.2,0,4.4,45.134,0.4,0.5,9.0268,1
295,-0.765,-1.005,-3.656,-7.95,2.37,12,1.65,0.4,0.66,0.02,0.2,0.004,1.67,5,0.2,1,27.99,0.6,16.794,2,0.2,0.4,0,0.2,0,2.6,18.858,0.4,0.5,3.7716,1
256,-0.022,-3.779,-4.884,-3.537,2.72,19,1.6,0.4,0.64,0,0.2,0,1.6,5,0.2,1,0.06,0.2,0.012,2,0.2,0.4,0,0.2,0,2.2,2.052,0.4,0.5,0.4104,0
23,0.807,-1.032,-0.794,-3.999,3.89,3,5.31,0.6,3.186,22.79,0.6,13.674,28.1,5,0.2,1,205.19,0.6,123.114,2,0.2,0.4,1,0.4,0.4,4.2,141.774,0.8,0.5,56.7096,1
283,-0.188,-1.44,-2.416,-9.501,2.37,32,3.42,0.6,2.052,10.55,0.6,6.33,13.97,5,0.2,1,6.96,0.4,2.784,2,0.2,0.4,0,0.2,0,3.8,12.566,0.4,0.5,2.5132,1
190,-0.76,-0.034,-1.883,-1.363,3.41,36,0.07,0.2,0.014,0,0.2,0,0.07,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.414,0.4,0.5,0.2828,0
566,-0.416,-0.475,-0.836,1.444,59.85,13,0.48,0.2,0.096,0,0.2,0,0.48,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.496,0.4,0.5,0.2992,0
588,-0.857,-0.041,-1.344,0.425,55.57,19,3.14,0.6,1.884,4.97,0.6,2.982,8.11,5,0.2,1,6.41,0.4,2.564,2,0.2,0.4,1,0.4,0.4,4,9.23,0.8,0.5,3.692,1
691,-0.032,1.166,1.37,1.467,55.57,12,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,0
664,-0.49,-0.455,-3.747,-8.363,55.57,19,1.6,0.4,0.64,0.49,0.2,0.098,2.09,5,0.2,1,88.34,0.6,53.004,2,0.2,0.4,0,0.2,0,2.6,55.142,0.4,0.5,11.0284,1
652,0.775,-2.042,-4.862,-5.545,55.57,5,0.15,0.2,0.03,0,0.2,0,0.15,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.43,0.4,0.5,0.286,0
41,0.929,-1.012,-2.182,-8.58,3.89,19,0,0.2,0,3.71,0.2,0.742,3.71,5,0.2,1,29.63,0.6,17.778,2,0.2,0.4,0,0.2,0,2.4,19.92,0.4,0.5,3.984,1
587,0.716,-2.843,-2.645,-2.29,55.57,19,0,0.2,0,0,0.2,0,0,5,0.2,1,0.02,0.2,0.004,2,0.2,0.4,0,0.2,0,2,1.404,0.4,0.5,0.2808,0
328,0.871,-1.053,1.764,-1.262,2.37,16,0.38,0.2,0.076,0.85,0.2,0.17,1.23,5,0.2,1,0.04,0.2,0.008,2,0.2,0.4,0,0.2,0,2,1.654,0.4,0.5,0.3308,0
741,0.868,-0.913,1.275,-5.773,55.57,13,0.1,0.2,0.02,0,0.2,0,0.1,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.42,0.4,0.5,0.284,0
502,0.76,1.233,-6.561,-2.459,21.61,5,0.28,0.2,0.056,0.16,0.2,0.032,0.44,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.488,0.4,0.5,0.2976,0
699,0.383,-1.029,-5.406,1.925,55.57,8,0.33,0.2,0.066,0.0013,0.2,0.00026,0.3313,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.46626,0.4,0.5,0.293252,0
50,0.699,0.424,-1.303,-6.893,3.89,22,2.95,0.6,1.77,6.56,0.4,2.624,9.51,5,0.2,1,156.92,0.6,94.152,2,0.2,0.4,0,0.2,0,3.4,99.946,0.4,0.5,19.9892,1
318,-0.525,-2.184,-0.66,-0.068,2.37,32,0.61,0.2,0.122,1.54,0.4,0.616,2.15,5,0.2,1,0.57,0.2,0.114,2,0.2,0.4,0,0.2,0,2.6,2.252,0.4,0.5,0.4504,0
287,-0.911,-0.949,-1.146,-3.789,2.37,14,3.29,0.6,1.974,6.41,0.6,3.846,9.7,5,0.2,1,3.66,0.2,0.732,2,0.2,0.4,0,0.2,0,3.6,7.952,0.4,0.5,1.5904,1
518,0.519,-1.354,-1.938,-4.876,21.61,13,0.32,0.2,0.064,0,0.2,0,0.32,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.464,0.4,0.5,0.2928,0
524,0.855,-0.288,-1.997,-3.585,21.61,8,0.29,0.2,0.058,0.33,0.2,0.066,0.62,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.524,0.4,0.5,0.3048,0
87,-0.531,-0.147,-0.397,-4.168,3.89,9,0.42,0.2,0.084,0.07,0.2,0.014,0.49,5,0.2,1,0.42,0.2,0.084,2,0.2,0.4,0,0.2,0,2,1.582,0.4,0.5,0.3164,0
516,0.723,-1.273,-2.979,-7.89,21.61,16,0.62,0.2,0.124,0.71,0.2,0.142,1.33,5,0.2,1,0.08,0.2,0.016,2,0.2,0.4,0,0.2,0,2,1.682,0.4,0.5,0.3364,0
200,-0.957,-1.778,-3.539,-6.686,2.72,11,3.11,0.6,1.866,113.97,0.6,68.382,117.08,5.5,0.4,2.2,26.64,0.6,15.984,2,0.2,0.4,0,0.2,0,4.4,88.832,0.4,0.5,17.7664,1
399,-0.596,-2.811,-2.014,-4.933,1.85,19,9.14,0.6,5.484,1.22,0.4,0.488,10.36,5,0.2,1,0,0.2,0,6,0.2,1.2,0,0.2,0,3.4,8.172,1.2,0.5,4.9032,1
66,0.838,0.2,-1.648,-7.477,3.89,12,8.81,0.6,5.286,9.02,0.4,3.608,17.83,5,0.2,1,215.31,0.6,129.186,2,0.2,0.4,1,0.4,0.4,3.6,139.88,0.8,0.5,55.952,1
135,-0.672,-0.839,0.439,2.352,3.41,5,10,0.6,6,47.9,0.6,28.74,57.9,5,0.2,1,7.7,0.4,3.08,2,0.2,0.4,0,0.2,0,3.8,39.22,0.4,0.5,7.844,1
512,-0.918,-0.995,-0.263,-3.567,21.61,9,0.59,0.2,0.118,0.69,0.2,0.138,1.28,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.656,0.4,0.5,0.3312,0
485,-0.98,-2.162,-2.017,-4.597,2.37,4,0.56,0.2,0.112,0.7,0.2,0.14,1.26,5,0.2,1,0,0.2,0,6,0.2,1.2,0,0.2,0,2.4,2.452,1.2,0.5,1.4712,1
712,-0.809,1.445,-5.201,-6.367,55.57,27,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,0
463,-0.677,-0.08,-1.614,-2.489,1.85,8,0.99,0.2,0.198,0,0.2,0,0.99,5,0.2,1,0,0.2,0,4,0.2,0.8,0,0.2,0,2.2,1.998,0.8,0.5,0.7992,0
596,0.175,-1.806,-5.35,-0.917,55.57,12,0.38,0.2,0.076,0.09,0.2,0.018,0.47,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.494,0.4,0.5,0.2988,0
37,-0.467,-0.897,-0.749,-7.962,3.89,20,9.01,0.6,5.406,19.82,0.6,11.892,28.83,5,0.2,1,9.67,0.4,3.868,2,0.2,0.4,0,0.2,0,3.8,22.566,0.4,0.5,4.5132,1
475,-0.198,1.36,-1.931,0.642,1.85,19,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,6,0.2,1.2,0,0.2,0,2.4,2.2,1.2,0.5,1.32,1
563,0.21,-2.322,-5.335,1.302,59.85,9,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,0
383,0.529,0.6,-1.246,-2.268,1.99,15,1.12,0.4,0.448,0,0.2,0,1.12,5,0.2,1,10.98,0.6,6.588,2,0.2,0.4,0,0.2,0,2.6,8.436,0.4,0.5,1.6872,1
683,-0.504,-1.965,0.454,-5.095,55.57,11,0.27,0.2,0.054,0.0017,0.2,0.00034,0.2717,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.45434,0.4,0.5,0.290868,0
156,0.895,-1.359,-1.281,-0.679,3.41,15,20.04,0.6,12.024,48.9,0.6,29.34,68.94,5,0.2,1,11.09,0.6,6.654,2,0.2,0.4,0,0.2,0,4,49.418,0.4,0.5,9.8836,1
715,0.043,-1.325,0.235,-1.998,55.57,28,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,0
226,0.681,-0.312,-3.988,-8.898,2.72,40,4.43,0.6,2.658,51.32,0.6,30.792,55.75,5.5,0.4,2.2,145.97,0.6,87.582,2,0.2,0.4,0,0.2,0,4.4,123.632,0.4,0.5,24.7264,1
238,0.255,-1.056,-1.67,-2.458,2.72,9,3.99,0.6,2.394,92.05,0.6,55.23,96.04,5,0.2,1,15.14,0.6,9.084,2,0.2,0.4,1,0.4,0.4,4.2,68.508,0.8,0.5,27.4032,1
369,0.999,-0.311,0.516,-2.469,1.99,8,1.4,0.4,0.56,0,0.2,0,1.4,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.96,0.4,0.5,0.392,0
195,0.83,-1.188,-3.719,-0.435,2.72,25,4.43,0.6,2.658,61.47,0.6,36.882,65.9,5.5,0.4,2.2,39.65,0.6,23.79,2,0.2,0.4,0,0.2,0,4.4,65.93,0.4,0.5,13.186,1
363,0.604,-1.093,-2.94,-3.346,1.99,22,1.1,0.4,0.44,0,0.2,0,1.1,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.84,0.4,0.5,0.368,0
223,0.736,-3.466,-0.079,-3.791,2.72,16,1.75,0.4,0.7,0.57,0.2,0.114,2.32,5,0.2,1,0,0.2,0,4,0.2,0.8,0,0.2,0,2.4,2.614,0.8,0.5,1.0456,1
241,-0.018,0.131,-7.926,-1.661,2.72,15,2.13,0.6,1.278,42.64,0.6,25.584,44.77,5,0.2,1,18.24,0.6,10.944,2,0.2,0.4,0,0.2,0,4,39.206,0.4,0.5,7.8412,1
603,-0.979,-0.583,-1.886,-3.668,55.57,44,0.0006,0.2,0.00012,1.11,0.4,0.444,1.1106,5,0.2,1,0,0.2,0,6,0.2,1.2,0,0.2,0,3,2.64412,1.2,0.5,1.586472,1
430,0.632,-1.439,-2.173,-6.053,1.85,27,4.6,0.6,2.76,1.17,0.4,0.468,5.77,5,0.2,1,0.04,0.2,0.008,2,0.2,0.4,0,0.2,0,3,4.636,0.4,0.5,0.9272,0
622,-0.181,0.497,0.467,0.234,55.57,6,0,0.2,0,0,0.2,0,0,5,0.2,1,0.02,0.2,0.004,2,0.2,0.4,0,0.2,0,2,1.404,0.4,0.5,0.2808,0
77,-0.099,-0.587,-0.875,-5.037,3.89,38,0,0.2,0,63.13,0.6,37.878,63.13,5,0.2,1,14.6,0.6,8.76,2,0.2,0.4,1,0.4,0.4,3.8,48.438,0.8,0.5,19.3752,1
178,-0.686,-1.181,-1.93,-4.177,3.41,16,1.05,0.4,0.42,0,0.2,0,1.05,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.82,0.4,0.5,0.364,0
413,0.107,-0.641,1.118,-0.072,1.85,19,4.04,0.6,2.424,0,0.2,0,4.04,5,0.2,1,0.79,0.2,0.158,6,0.2,1.2,0,0.2,0,2.8,4.782,1.2,0.5,2.8692,1
329,-0.583,-0.596,-1.047,0.384,2.37,5,1.29,0.4,0.516,0.13,0.2,0.026,1.42,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.942,0.4,0.5,0.3884,0
292,-0.13,-1.796,0.642,-1.017,2.37,31,0.96,0.2,0.192,0.12,0.2,0.024,1.08,5,0.2,1,0.22,0.2,0.044,2,0.2,0.4,0,0.2,0,2,1.66,0.4,0.5,0.332,0
234,-0.873,0.235,-2.239,-10.248,2.72,19,3.66,0.6,2.196,15.47,0.6,9.282,19.13,5,0.2,1,1.43,0.2,0.286,2,0.2,0.4,0,0.2,0,3.6,13.164,0.4,0.5,2.6328,1
133,0.66,0.649,0.292,-4.881,3.41,37,0.83,0.2,0.166,28.06,0.6,16.836,28.89,5,0.2,1,13.31,0.6,7.986,2,0.2,0.4,0,0.2,0,3.6,26.388,0.4,0.5,5.2776,1
7,-0.982,-0.283,-3.411,-8.93,3.89,7,1.1,0.4,0.44,7.41,0.4,2.964,8.51,5,0.2,1,44.95,0.6,26.97,2,0.2,0.4,0,0.2,0,3.2,31.774,0.4,0.5,6.3548,1
509,0.24,-1.028,-1.597,-1.663,21.61,12,0.85,0.2,0.17,0.93,0.2,0.186,1.78,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.756,0.4,0.5,0.3512,0
264,-0.663,-1.755,-0.669,-3.055,2.72,16,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,4,0.2,0.8,0,0.2,0,2.2,1.8,0.8,0.5,0.72,0
419,0.479,-1.142,2.257,-4.322,1.85,16,3.67,0.6,2.202,0.18,0.2,0.036,3.85,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.4,3.638,0.4,0.5,0.7276,0
546,0.55,-2.309,-2.963,-6.94,59.85,8,0,0.2,0,0,0.2,0,0,5,0.2,1,0.93,0.2,0.186,2,0.2,0.4,0,0.2,0,2,1.586,0.4,0.5,0.3172,0
81,0.195,-1.653,3.995,-1.859,3.89,2,0,0.2,0,3.72,0.2,0.744,3.72,5,0.2,1,0,0.2,0,2,0.2,0.4,9,0.6,5.4,2.4,7.544,5.8,0.5,21.8776,1
3,0.021,-1.471,-1.643,-0.069,3.89,6,0.51,0.2,0.102,0.23,0.2,0.046,0.74,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.548,0.4,0.5,0.3096,0
220,-0.906,-0.947,-2.05,-6.277,2.72,22,3.22,0.6,1.932,55.64,0.6,33.384,58.86,5,0.2,1,80.8,0.6,48.48,2,0.4,0.8,0,0.2,0,4.2,85.596,0.8,0.5,34.2384,1
107,0.066,-0.025,-0.809,-7.207,3.89,15,6.59,0.6,3.954,23.66,0.6,14.196,30.25,5,0.2,1,34.83,0.6,20.898,2,0.2,0.4,1,0.4,0.4,4.2,40.848,0.8,0.5,16.3392,1
214,-0.791,-0.595,-6.079,-0.301,2.72,11,3.51,0.6,2.106,52.89,0.6,31.734,56.4,5,0.2,1,4.26,0.2,0.852,2,0.2,0.4,0,0.2,0,3.6,36.092,0.4,0.5,7.2184,1
80,0.06,-0.203,-2.222,-3.68,3.89,2,0,0.2,0,7.37,0.4,2.948,7.37,5,0.2,1,0.74,0.2,0.148,2,0.2,0.4,0,0.2,0,2.6,4.496,0.4,0.5,0.8992,0
562,0.662,0.035,1.352,2.671,59.85,9,0.3,0.2,0.06,0,0.2,0,0.3,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.46,0.4,0.5,0.292,0
402,-0.282,-1.115,-0.195,-5.179,1.85,4,0.56,0.2,0.112,72,0.6,43.2,72.56,5,0.2,1,0.51,0.2,0.102,2,0.2,0.4,0,0.2,0,3.2,44.814,0.4,0.5,8.9628,1
78,-0.736,0.639,2.081,-3.946,3.89,31,1.99,0.4,0.796,10.24,0.6,6.144,12.23,5,0.2,1,20.78,0.6,12.468,2,0.2,0.4,0,0.2,0,3.8,20.808,0.4,0.5,4.1616,1
