39,0.534,-1.226,-3.153,-4.77,3.89,19,11.95,0.6,7.17,30.9,0.6,18.54,42.85,5,0.2,1,32.68,0.6,19.608,2,0.2,0.4,0,0.2,0,4,46.718,0.4,0.5,9.3436
441,0.62,-2.245,-1.302,-4.346,1.85,15,3.83,0.6,2.298,0.28,0.2,0.056,4.11,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.4,3.754,0.4,0.5,0.7508
573,0.774,-0.505,-3.625,-4.678,59.85,43,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28
131,0.661,0.905,-3.1,-2.761,3.41,13,15.66,0.6,9.396,74.53,0.6,44.718,90.19,5,0.2,1,29.07,0.6,17.442,2,0.2,0.4,0,0.2,0,4,72.956,0.4,0.5,14.5912
552,-0.559,-0.264,-2.723,-4.474,59.85,15,0,0.2,0,0,0.2,0,0,5,0.2,1,2.39,0.2,0.478,2,0.2,0.4,0,0.2,0,2,1.878,0.4,0.5,0.3756
121,0.812,-1.799,-0.822,-6.917,3.41,39,9.97,0.6,5.982,88.73,0.6,53.238,98.7,5,0.2,1,10.27,0.6,6.162,2,0.2,0.4,0,0.2,0,4,66.782,0.4,0.5,13.3564
424,0.176,-0.045,-0.503,-2.193,1.85,11,0.44,0.2,0.088,0.62,0.2,0.124,1.06,5,0.2,1,0.64,0.2,0.128,2,0.2,0.4,0,0.2,0,2,1.74,0.4,0.5,0.348
114,-0.862,-0.425,-6.766,-3.88,3.89,6,0,0.2,0,0.23,0.2,0.046,0.23,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.446,0.4,0.5,0.2892
579,0.392,0.535,-1.128,-1.448,55.57,8,0.95,0.2,0.19,0.72,0.2,0.144,1.67,5,0.2,1,0,0.2,0,4,0.2,0.8,0,0.2,0,2.2,2.134,0.8,0.5,0.8536
62,-0.887,0.795,-4.049,-2.416,3.89,11,1.26,0.4,0.504,0.05,0.2,0.01,1.31,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.914,0.4,0.5,0.3828
748,0.589,-0.945,-2.67,-1.06,55.57,13,1.29,0.4,0.516,0,0.2,0,1.29,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.916,0.4,0.5,0.3832
632,-0.363,-2.707,-3.24,-4.647,55.57,8,0.99,0.2,0.198,0,0.2,0,0.99,5,0.2,1,0,0.2,0,4,0.2,0.8,0,0.2,0,2.2,1.998,0.8,0.5,0.7992
707,0.184,-1.421,-5.878,-2.614,55.57,29,0,0.2,0,0.81,0.2,0.162,0.81,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.562,0.4,0.5,0.3124
733,0.781,0.609,-3.487,1.197,55.57,15,0.4,0.2,0.08,0.0025,0.2,0.0005,0.4025,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4805,0.4,0.5,0.2961
244,0.837,-2.002,-1.544,-0.24,2.72,2,2.23,0.6,1.338,4.54,0.2,0.908,6.77,5,0.2,1,22.8,0.6,13.68,6,0.2,1.2,0,0.2,0,3.2,18.126,1.2,0.5,10.8756
525,-0.281,-1.024,-0.344,-5.178,21.61,4,0.67,0.2,0.134,0.76,0.2,0.152,1.43,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.686,0.4,0.5,0.3372
442,0.891,-2.746,-3.697,-5.229,1.85,15,3.74,0.6,2.244,0.55,0.2,0.11,4.29,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.4,3.754,0.4,0.5,0.7508
193,-0.973,-2.633,-3.429,0.385,2.72,39,4.05,0.6,2.43,21.66,0.6,12.996,25.71,5.5,0.4,2.2,18.45,0.6,11.07,2,0.2,0.4,0,0.2,0,4.4,29.096,0.4,0.5,5.8192
16,0.741,-0.704,-1.355,-2.601,3.89,13,1.95,0.4,0.78,9.01,0.4,3.604,10.96,5,0.2,1,9,0.4,3.6,2,0.2,0.4,0,0.2,0,3,9.384,0.4,0.5,1.8768
401,-0.876,-2.086,-2.876,-4.746,1.85,31,3.05,0.6,1.83,0.05,0.2,0.01,3.1,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.4,3.24,0.4,0.5,0.648
103,0.911,-0.701,0.021,-3.688,3.89,33,2.57,0.6,1.542,4.49,0.2,0.898,7.06,5,0.2,1,7.56,0.4,3.024,2,0.2,0.4,1,0.4,0.4,2.8,7.264,0.8,0.5,2.9056
215,0.552,-0.021,-2.964,-2.919,2.72,4,5.65,0.6,3.39,67.16,0.6,40.296,72.81,6,0.6,3.6,27.23,0.6,16.338,2,0.2,0.4,0,0.2,0,4.8,64.024,0.4,0.5,12.8048
391,-0.715,-0.573,-2.406,-2.977,1.85,8,0.95,0.2,0.19,1.33,0.4,0.532,2.28,5,0.2,1,0.07,0.2,0.014,4,0.2,0.8,0,0.2,0,2.8,2.536,0.8,0.5,1.0144
349,-0.238,-0.611,-1.202,-2.3,1.99,40,0.93,0.2,0.186,0,0.2,0,0.93,5,0.2,1,0.11,0.2,0.022,2,0.2,0.4,0,0.2,0,2,1.608,0.4,0.5,0.3216
581,0.981,-0.481,-0.962,-9.575,55.57,2,2.59,0.6,1.554,111.9,0.6,67.14,114.49,5,0.2,1,8.47,0.4,3.388,6,0.2,1.2,0,0.2,0,4.2,74.282,1.2,0.5,44.5692
585,0.856,1.703,-2.663,-6.402,55.57,5,0.7,0.2,0.14,0.19,0.2,0.038,0.89,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.578,0.4,0.5,0.3156
308,-0.12,0.021,-3.565,-1.915,2.37,8,0.66,0.2,0.132,1.37,0.4,0.548,2.03,5,0.2,1,0.84,0.2,0.168,4,0.2,0.8,0,0.2,0,2.8,2.648,0.8,0.5,1.0592
755,-0.821,-1.146,-3.423,-0.381,55.57,22,0.49,0.2,0.098,0.55,0.2,0.11,1.04,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.608,0.4,0.5,0.3216
197,0.046,0.16,-0.554,-1.807,2.72,8,3.62,0.6,2.172,44.28,0.6,26.568,47.9,5,0.2,1,44.67,0.6,26.802,2,0.2,0.4,0,0.2,0,4,56.942,0.4,0.5,11.3884
296,-0.992,-1.102,0.866,-0.733,2.37,18,1.65,0.4,0.66,0.02,0.2,0.004,1.67,5,0.2,1,2.47,0.2,0.494,2,0.2,0.4,0,0.2,0,2.2,2.558,0.4,0.5,0.5116
547,0.849,0.192,0.627,-6.393,59.85,29,0.03,0.2,0.006,0,0.2,0,0.03,5,0.2,1,1.22,0.2,0.244,2,0.2,0.4,0,0.2,0,2,1.65,0.4,0.5,0.33
225,0.174,-1.881,-5.986,-5.62,2.72,16,3.26,0.6,1.956,2.81,0.2,0.562,6.07,6,0.6,3.6,21.6,0.6,12.96,4,0.2,0.8,0,0.2,0,3.8,19.878,0.8,0.5,7.9512
625,-0.28,-0.998,-0.756,1.484,55.57,37,0.17,0.2,0.034,0,0.2,0,0.17,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.434,0.4,0.5,0.2868
556,-0.518,-2.747,-3.386,-2.555,59.85,4,0.15,0.2,0.03,0,0.2,0,0.15,5,0.2,1,0.05,0.2,0.01,2,0.2,0.4,0,0.2,0,2,1.44,0.4,0.5,0.288
462,-0.212,0.153,-1.873,-1.753,1.85,22,7.84,0.6,4.704,2.81,0.6,1.686,10.65,5,0.2,1,0,0.2,0,2,0.4,0.8,0,0.2,0,3.8,8.19,0.8,0.5,3.276
14,0.13,-1.689,-1.564,4.896,3.89,8,1.09,0.4,0.436,0.35,0.2,0.07,1.44,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.906,0.4,0.5,0.3812
227,0.261,-1.601,-4.994,-8.737,2.72,8,5.61,0.6,3.366,99.33,0.6,59.598,104.94,6.5,0.6,3.9,76.47,0.6,45.882,2,0.2,0.4,0,0.2,0,4.8,113.146,0.4,0.5,22.6292
538,-0.525,-1.872,-3.336,-1.144,59.85,8,0,0.2,0,0,0.2,0,0,5,0.2,1,0.29,0.2,0.058,2,0.2,0.4,0,0.2,0,2,1.458,0.4,0.5,0.2916
760,-0.283,-2.542,0.59,-3.06,55.57,36,0.02,0.2,0.004,0,0.2,0,0.02,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.404,0.4,0.5,0.2808
300,-0.518,-4.156,-0.25,2.918,2.37,12,0.39,0.2,0.078,0.14,0.2,0.028,0.53,5,0.2,1,0.58,0.2,0.116,2,0.2,0.4,0,0.2,0,2,1.622,0.4,0.5,0.3244
269,-0.18,-0.38,-3.231,-1.603,2.72,19,0.85,0.2,0.17,0,0.2,0,0.85,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.57,0.4,0.5,0.314
111,0.566,-0.892,-4.469,-7.254,3.89,13,2.63,0.6,1.578,2.55,0.2,0.51,5.18,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.4,3.488,0.4,0.5,0.6976
496,-0.806,-0.415,-0.584,-4.074,21.61,2,3.14,0.6,1.884,5.68,0.6,3.408,8.82,5.5,0.4,2.2,11.33,0.6,6.798,4,0.2,0.8,0,0.2,0,4.6,15.09,0.8,0.5,6.036
319,0.608,-1.133,0.9,-4.738,2.37,5,0.26,0.2,0.052,0.17,0.2,0.034,0.43,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.486,0.4,0.5,0.2972
530,-0.249,-0.661,-5.659,2.02,21.61,8,0.38,0.2,0.076,0.48,0.2,0.096,0.86,5,0.2,1,0.33,0.2,0.066,2,0.2,0.4,0,0.2,0,2,1.638,0.4,0.5,0.3276
141,0.605,-0.545,-1.314,-0.553,3.41,16,12.68,0.6,7.608,41,0.6,24.6,53.68,5.5,0.4,2.2,11.88,0.6,7.128,2,0.2,0.4,0,0.2,0,4.4,41.936,0.4,0.5,8.3872
259,0.195,-0.205,-0.476,-3.945,2.72,9,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28
